,isHate,comment
372,0,another important factor origin word think terror come latin mean something like fear fright horror spreading fear gain maintain power control crucial character terrorist terrorregimes
373,1,racistsblack people
374,0,dude ran mouth dont matter skin color got knocked front back shit dont agree thats sucker punch
375,1,fun let white people stop buying anything involving black people music dont buy sport dont watch show movie comedy jam special anything sort turn hate since forever google barbary slave trade youll see slave century africa slave white boycott black would fun thing experiment think
376,0,need get life
377,1,pioneer ancestor built mud hut stupid ape
378,0,black people cant racist end discussion
379,0,course way irish white family ancestor got treated like black ppl america used sign dig irish black still white reporting racial attack would laughed doesnt get spoken either sometimes ive embarrassed white even though family endured suffering got leave past many get great minority ate still fighting getting brought old idea belief teen tell kkk nothing black ppl jew kid day dont know type person respect anyone else
380,1,fucking savage monkey
381,1,sad true black people stupid nieve good video andy
382,0,love black people say cant racist try dodge fact simply based color anyone racist dont care youre white black pink purple james sullivan racist
383,0,family dollar house omg
384,1,look cowardly white sitting around taking beat younger black guy bunch coward
385,0,life matter world like much hate
386,0,see logic argument yet question nubian racist doe make commit violence name racism racist terrorist ask becausethroughout history see many example murderbombings lynching castration slavery coming one segment american population wierder still many case little repercussion said action seems originate one segment american population shouldnt segment considered racist terrorist let clear one population america kill hatred race
387,1,look black life matter movement want dead cop white beat kill white baby
388,0,nothing happens video knuckle sandwich mean punch fucking punch video
389,1,lololololollolollolwould followed door beat fuck herskin color dont matter acting like retard
390,1,looking slavery question one thing cannot disputed get shit done look fucking pyramid horrible thing human guess many pharos egypt black slave eat shit racist fucking cunt
391,0,majority islamic country indonesia pakistan egypt bangladesh iran turkey iraq somalia syria yemen senegal palestine niger libya mali jordan algeria backward primitive hellhole world example allah reward follower whereas country muslim usa australia canada norway switzerland japan netherlands denmark high standard living far advanced every way
392,1,know islam dont know understand something thats bad look islam know evil
393,0,hey whats guy joey shaleds
394,0,car car car car
395,0,car car car car
396,0,happy valentine day everyone heart month condition heart jer heart deceitful thing desperately wicked know lord search heart try rein even give every man according way according fruit doings king url may incline heart unto walk way keep commandment statute judgement commanded father joel url therefore also saith lord turn even heart fasting weeping mourning rend heart garment turn unto lord god gracious merciful slow anger great kindness repenteth evil thes lord direct heart love god patient waiting christ
397,0,happy valentine day everyone heart month condition heart jer heart deceitful thing desperately wicked know lord search heart try rein even give every man according way according fruit doings king url may incline heart unto walk way keep commandment statute judgement commanded father joel url therefore also saith lord turn even heart fasting weeping mourning rend heart garment turn unto lord god gracious merciful slow anger great kindness repenteth evil thes lord direct heart love god patient waiting christ
398,1,fuck fucking time fake news kill family member somehow tearing familiys apart fuck
399,0,wow million barack obamas deportation number inflated using turnaround deportation intelligent people deportation understanding deportation know fact
400,0,mames mucha razon
401,0,may allah make easy ameen
402,0,need subtitle please allah solve problem
403,0,whatever muslim country either people either live substandard subsist
404,0,trump declared mentally ill senior psychiatrist within white house
405,1,know explain history seem like kid skipped name tax dirty tactic used win war fair fair skipped fact anybody muslim filthy fact pay game well would killed love said lie like quran say religion must act compulsion continue say people converted paid tax play word
406,1,mumbai attack fucking asshole
407,0,trump trouble know call team
408,0,think highly disrespectful trump think dictator forgot circuit court forgot people think dictator thing president face doesnt write law sign law thats month people angry obama using executive power way branch supposed work congress right law present either sign vitos doesnt take executive order make travel ban supposed thats circuit court stepped highly agree dont write law dont make law president united state sign veto congress right law congress job let sit smile sign awake stop trying dictator get hell keep going get impeached trust already happened
409,0,maybe fair election country
410,0,thats good way put sanity spoken agree president trump know doingi think smartest sincere president modern history
411,0,god bless president trump presidentgo trump build wall maga
412,0,lol
413,1,lgbt community fucked nothing wrong homosexual wanting change gender mental illness
414,0,love nobody seen donald drumpf coming like didnt see russian prostitute
415,0,determines person sex biological body part one born sexual preference one lie one truth
416,1,get real fake fucking self tell truth normal minded society one discriminated piece pig shit cant stand fake fucking coward lie constantly much bitch honest
417,0,didnt jesus say love thy gay neighbour
418,0,someone please explain lady perpetual exemption joke feel left
419,0,may say wish peace majority lgtb hetro community
420,1,allowed gay also allowed hate gay people thats freedom people hate believe full right jack chris hemsworth believe business right serve might right fair freedom doesnt discriminate ethic
421,0,carolines cake annapolis doe gay wedding cake dont want turn money damn used work remember coowner saying topic denver bakery idea youre forced make cake dont poison main owner said promotion rainbow cake carried target progay met people vowing shop target really sweet kid wanted broadway themed birthday cake behind closed door coowner want poison gay wedding cake called faggot boycott place oprah endorses dont listen
422,1,beeing gay anti human
423,0,push gay population number going
424,0,fun fact trump promised sign first amendment defense act fada antiantidiscrimination bill dark day loom ahead
425,1,incoming racist people
426,0,scary listen music
427,0,sent inflammatory memo weed leaker knew immigration narrative polarizing needed something medium would take bait fixing leaking issue liberal fell itagain
428,1,redneck reality million legal latino called million undocumented million still million still majority census even kick mil deal strawchewers take spanish course lmao besides genetically superior anyway roflmao viva raza
429,0,fake jesus like fake stuff gabage news
430,0,people support kosovo albania terrorist comming country
431,0,ira bombing
432,0,absolutely pathetic list none major slaughter innocent mentioned
433,0,september fucked month terrorist attack
434,0,dont get would fucked
435,1,know racist let ban islam catholic nation maybe could decrease terrorist attack
436,0,september totally worst month ever
437,1,son bitch
438,1,fucking asshole
439,0,honestly still entertained fact iphone ended entire headphone jack removed
440,0,south anti progressive
441,0,youre saying government force business make certain decision even youre saying alternative taking business openminded people giving closeminded people money bad immoral beauty capitalism free market regulates thing dont cater homosexual get money
442,0,word cant cake eat
443,0,nearly every state union fired completely arbitrary reason hirefire state meaning long terminated employee cannot prove done solely guise sexual based discrimination good fucking luck doesnt matter reason part reason capitalism favor wealthy authority people charge
444,0,agreed said stated business accommodate gay people business owner allowed refuse one want
445,0,american people dont trust medium couldnt agree president trump false news best please report fact please otherwise please quiet
446,0,california illegals allowed vote
447,0,trump favor fake news trump supporter favor fake news good argument
448,0,need round congressional black coupe finally fix inner city reason inner city way
449,0,thats natural get
450,0,cri vel
451,1,japan rejected reject mother fucker
452,1,guy politically correct stupid hack syrian going would good since syrian mostly described refugee problem absolute fuckton economic migrant want nothing get pension exploit welfare state europe massively outnumber real refugee people taken economic migrant place far away morocco afghanistan legitimate refugee plus large portion mean economic migrant radicalised muslim legit jihadis straight criminal welfare europe also good well many migrant dont need work plus choose commit crime mass rape like cologne germany riot european men extremely feminised screwed woman feminist government either wont straight cant protect woman add weapon pretty much illegal europe thats dont want refugee people like donald trump want place temporary ban immigration country like syria cant vet lot freeloader either criminal jihadi scum
453,0,love video
