,isHate,comment
198,0,'Gay rights'? Fuck off that doesn't exist Gays aren't a separate species or race. They have always had the right to marry it's called marriage which meant (if you look in a dictionary prior to 2010) the bonding between man and women. If they wanted to be bonded it should of been called something else heterosexual marriage is special symbolic and thousands of years old.
199,0,Who is making popcorn in the background?
200,0,I think that their should be lgbt rights. I don't think that lgbt people need special rights we need the same exact rights as everyone else.
201,0,You can dress like a woman but you're still a dude. I'm not calling you she or any other made up pronoun. Deal with it
202,0,THANKS DONALD TRUMP YOU ARE A MILLENIAL THINKER
203,0,If Trump supports gay rights then why is Jeff Sessions going to be the Attorney Journal? This is a complete contradiction.
204,0,he want all pop gay
205,1,'President Donald Trump!' Will stand and give an account!' 'For the life he lived!' gays! sinners! murderers! fornicators! abortionist! liars! workers of sin! workers of iniquities! And president Donald Trump! You Should Truly! Truly! fear my! 'Holy Father I Am!' Who's Able! To cast your sinful bodies and your sinful souls! Into hell and into the lake of fire !
206,1,Homophobia is just a fake word created by the extreme left to achieve their wicked agenda and vilify those who do not agree with them.
207,0,can't we just get rid of all the labels. Lets get rid of gender religion race and sexuality labels please. We are all just ordinary human beings. Us humans will never be equal with labels we will always be divided. Never being united we will only stand alone
208,0,if santa doesn't exist that means god doesn't exist
209,1,If you are gay I have a question for you? Are you pro gun and if not why not? If I were I would go strapped and 1st person that tried to make me the victim of a hate crime would end up the victim of a fatal shooting.
210,1,our world will only be peaceful once we get rid of all homophobic people. they are the cause of all the destruction and pain in the world through out history. they have done anything useful for society besides cause destruction. they need to be eliminated. if only our government can realize this.
211,0,Tell me that being gay is choice when in this day and age it is the equivalent to getting killed.
212,1,im totally against gays Obama had no right to allow these fags to manifest in our country if you wanna be gay get the hell out of this country!! we were a Christian Nation under God now we're an Abomination to God our country is no longer blessed by him this is why we're going to fall soon if I ever see a gay I will personally knock his ass out !
213,0,ok I AM SORRY FOR BEING GAY ITS NOT MY FAULT
214,1,Gays are way to pathetic to pick on. Poor small sexually driven gnats.
215,0,'Man shall not lie with man nor shall woman lie with woman.'
216,0,i felt horrible watching the ways that gay people have been treated over the course of history for being apart of the LGBTQ Community. i hit the like button because it is very educational in certain ways. i am gay and i am so happy i am living life while being accepted. being gay isnt who you are but it is a huge part of who you are. i think people need to relax and let people love and stop hating things that are different or against a belief. i dont believe in pedophilia or negative sexual behaviors; that is just something that some people stereotype gays with especially if they dont accept it. this video is like a wake up call to what it would be like if those who are accepted werent. i am glad i have never been beat up for being gay but yes i was bullied for it... sorry to ramble on but i had to get it off my chest... thanks.
217,0,This made me absolutely sick. I'm gay and love my life but for others their sexuality or gender can be a terrible curse. Why can't people just see everyone as humans because that's what we are
218,0,It's disgusting that people can harbour so much hate bc of someone's gender or sexuality
219,0,This made me cry sooooooo hard. But I am straight.
220,0,What I say to bigots: Natural Selection motherfuckers.
221,0,homophobia ;'-(
222,1,i hate homophobes
223,0,Cars cars cars cars...
224,0,If they hide in the engine they would get killed.That is a stupid way they can smuggle into another country
225,0,Why does this video keeps reminding me of Donald Trump..?
226,0,im from venezuela and i want to be a canadian or american citezen be cose here in poor country our salary is 20 time lower then lower salary in canada for example is all about money. i dont care what u think about imagrant i dont care what u religion is i want just work and get a car a house. in my country i will spend 20 years to buy a car for example. and those people who say 'why u dont stay and made u country a rich country' nooooo idiot becasue your rich country made my country a poor country. my dream is go to canada or usa and work i donk know driven a taxi. why people is mad about imigrant? because you are ass lazy thas why bye. go immigrants .the world has no borders
227,0,subscribe to have a good day! if you don't you'll have 10 years of bad luck
228,0,hope Donald Trumo doesnt see this
229,0,I was hoping for some crazy shit not all the places in a car you can hide
230,0,Rude*
231,1,Hitler was literally one of the most progressive leaders in the world during that time
232,0,Why is it the government's job to force a private business into providing goods or services?? If I owned a bakery I would not want to bake a nazi cake. If someone simply doesn't want to serve a cake how is it fair to have them fined thousands of dollars?
233,0,CDU would be considered liberal in the US.
234,0,Know what? I fucking admit it. I'm fucking into this yaoi shit. For those who are unfamiliar yaoi is.. guy-on-guy. Say what the fuck you want about me. I don't give a shit.
235,0,What research are u basing this off again?
236,0,Merkel's standing on gay marriage is simply a concession to the junior coalition partner of the CDU the even more conservative CSU.
237,0,Trump supporters. Vote for the Hill!
238,0,I think everyone needs to do it the way God wants I just don't understand why you would want to do it with the same sex. It will be more pleasurable if you do it the straight way any way
239,0,I myself don't like gays. But calling them faggots and killing them? Bigotry.
240,0,We Germans arent all liberal! Me and most people I know are patriotic and hate our current government!
241,0,Capitalism - free market discriminate against whoever you want at your PRIVATE business and they will not earn as much money and go out of business. The government has no right regulating PRIVATE businesses like that. As for the LGBTQ community I support LGBQ community the T stands for transgender which is a mental disorder known as gender dysphoria. Don't try and help a mental disorder thats why transgender suicide rates are way higher than other so called discriminated minorities (Gays blacks whatever you say are discriminated against even though they aren't.).
242,0,So I'm a lesbian and I live in Arkansas and it is fucking hard let me tell you. It's very rare that I feel safe going ANYWHERE with my girlfriend and sometimes when I go to pride parades or lgbt gatherings there are a TON of protesters. It hurts my heart to see so much hate on people like me and my friends who just want to have a good time a lead normal lives.
243,0,http://www.youtube.com/watch?v=5d667Bb_iYA&amp;t=10m39s 10:39 That lip biting tho. Dies cuz i can't take how hot that is
244,1,Homosexuality is a sexual perversion just like pedophilia is a sexual perversion. Both are disgusting
245,0,I really wish commentators would stop using terms like 'equal rights' to talk about gay marriage. It has nothing to do with equality and everything to do with social change. For example here in the UK prior to the passage of the law legalising same sex marriage in 2012 we had a system of parallel but essentially equal frameworks. Marriage was defined as being between a man and a woman but 'civil partnerships' existed that were essentially equal in terms of rights and benefits and could only be entered into by gay people. For those who compare this situation to US racial segregation look at your argument. Racial segregation was so unfair because the races were not 'separate but equal'. They were separate but unequal. As long as there is legal equality I do not see any issue of equality with a society democratically saying it wants to use one term for heterosexual relationships and another for same sex relationships.
246,0,Friends of mine that happen to be a married gay couple were shopping with their children at a Target here in AZ when they were confronted by an employee who asked them to refrain from kissing (she gave her wife what was basically a peck they weren't making out or being gratuitous) because Target is a 'family establishment'. What part of Two married women and their children doesn't constitute a family?
247,0,can you stop putting in those kissing scenes. Hate comments in 3...2...1
248,0,German government sigh
249,0,Im from germany and I dont even know why everybody hates people that are 'different'
250,0,Ricardo Corral-Venegas was a known rapist in Mexico ( former COP ) he entered the USA illegally and after living in Colorado for only three months he raped one woman and attemped to rape another ! How many people think it's ok we have no way of keeping the likes of Ricardo Corral-Venegas out of our Country ? If you think it's ok I would like to let Ricardo free to live in your neighborhoods.
251,0,I think this video is fake because REPORTERS cant tell them where the the migra is at that would be like helping them
252,0,What about the Canadians should we put a wall up there too?
253,0,interview was good whyd they have to stalk them... mustve been awkward for the family
254,0,Trump president will build a fence tall enough
255,0,Fucked up smh.
256,0,its the mexican goverment's fault we (am born in mexico) have practically an open border on the south of our nation and people from all over the world speacially central america and haiti cross that border and try to migrate to the states but those who cant make it stay in mexico its a real issue and on top of that you can buy a mexican citizenship so ive heard if we had a safe boarder demand our goverment to stop being greedy and corrupt we might have a decent nation and have a better migration relationship with the U.S like canada.
257,1,All I can see is an endless supply of soap and fertiliser.
258,0,They don't pay taxes and get food stamps and wic checks. They drive nice cars too. Meanwhile Americans are paying taxes and eating sandwiches just to get by. Not fair!!!
259,0,God please let them get to their destination safe be with them protect them help them I pray for you people everyday every-night they want a better life who doesn't they are trying to give a better life to their children
260,0,I feel for them its a hard journey:(
261,0,if you know history...all of the north american continent was already populated by natives (mexicans native americans and all kinds of brown skin people) so who really is the 'immigrant' ...ignorance is what america is founded on.
262,0,just listen yeah it's sad there poor and what not but America isn't stable enough to help them people out if America can barley help their own people what makes you think they can help these illegals that's why trump wants these illegals out they don't pay taxes and drain tax payers money if America gets rid of the majority of these illegals and strengthen it's country then it will be able to help them out
263,0,it takes lots of time money lots more my x is el salvador
264,0,LETS BUILD A WALL
265,0,LETS BUILD A WALL
266,0,I wish people could understand how hard his is were not bad people like we are portrayed we are trying to find better lives just like all your ancestors did but of course this world is full of ignorance AN no one will get it but just judge we come to work make money send to our families and find better education not trying to hurt anyone
267,0,Thank goodness Trump is going to enforce existing immigration laws this will make a huge difference
268,0,There's so many of them. This is not fair for those who actually work hard to get the citizenship the right way.
269,1,The hell with Donald trump and his hypocrite selfish racist supporters. These are just human beings looking for a better life just like everyone did in the past and before you come at me with the illegal immigration garbage argument let me tell you that is bs. I can tell you the history and believe me you don't want to know the ugly truth. I'm really sick of these morons promoting negativity and hate on undocumented people when they have no fundamentals to base their facts on. And againg before you come at me with all that garbage arguments about stealing jobs leeching on the government and a threat to the so called America let me tell you that is bs as well. There's something far more wicked going on about this whole negative hate propaganda garbage on undocumented immigrants.
270,0,Obama is a traitor to this country his policies have put Americans at great risk. He has weakened this nation under his watch.
271,0,Magic word's; borders language culture.
272,0,This is the kind of Leftist policy that drove Americans to Trump.
273,0,Why for the love of God would you be so stupid and wreckless to actually tell people (illegals) exactly what to say on National television.
274,0,Wow so terrorist can just get in free of charge with a magic word???
275,0,They shouldn't be allowed in to the US
276,0,<a rel=nofollow class=ot-hashtag href=https://plus.google.com/s/%23ThanksObama>#ThanksObama
277,1,deportation is to good for them I say beat the dog shit out of them drag them by they hair and beat them some more before they get that free ride back to they land
278,1,these racist pig's. are trying to use that excuse to come in and start tearing our family apart. President Obama!! save as many as you can. please!!
279,0,If you look at the stats for cash seizures carried out by cops that is those cases where cops simply confiscate cash from traffic stops etc. you can see that the majority of the seizures occur in New York Chicago and various places in California... Maybe there is a connection between this and the sheriffs and mayors of these places 'love' of sanctuary cities?
280,0,Just saw a video obama before he leaves has let 40 000 illegals in every Month
281,0,charge them with aiding and abeding
282,0,Illegal immigrant = criminal invader. The main reason there is not active enforcement is PROFIT. Tyson Chicken hires mostly illegals and thus can pay below minimum wage and not pay FICA matching and they can avoid paying unemployment insurance taxes. Just one of many companies actively abusing illegal aliens and committing fraud. Corrupt career politicians are getting kickbacks to ensure that ICE holds raids just in time to prevent these companies from having to hand out paychecks. Its just a VERY LONG series of organized crimes. PROSECUTE THE EMPLOYERS AND THE CORRUPTION IN CONGRESS Then there wont be illegal jobs for illegal aliens and they will go home.
283,0,pls usa pipos.. take me pls cityzen yess ..studi not..green noh.. blue..canada south america..all day everyday dont leave me..pls some hit pls lowest tiny 1weeky by the 7k abouts..
284,1,BUILD THE DAMN WALL NOW. DEPORT ALL ILLEGALS. Not that difficult. We can start building that wall Tonight! I'm not far from a home depot...they have concrete on sale 1/2 off...let go people! lol
285,0,There not about protecting our citizens or protecting the illegals but are about protecting the employers who want the cheap labor.
286,1,Your Fired You anti American.
287,0,If you like helping undoc slave masters and traders than sanctuary cities are your thing!
288,1,# PACKURBAGS
289,1,They are here ILLEGALLY! Where is the argument? STOP arguing when there is NO Argument! TAKE away the ILLEGAL issue of Driver's Licence's ! The Gimmick Democrats pulled out their Ass that gives them a technical residency status.They are not CITIZENS!
290,1,Emanuel is a Turd criminal murderer! Mexicans are a threat to AMERICANS in Dozens of ways!
291,0,Mexico built a wall against its southern border that ok. America wants a wall that is considered racist and wrong. If I cross into Mexico I will immediately get deported . America wants deportations but many considered that cruel and racist. Mexico won't give federal spending to illegal immigrants . America has been giving illegal immigrants free food money healthcare education and even a free escalade Cadillac. Sanctuary cities don't enforce laws of illegal immigrants they commit murder rape and other crimes get arrested then released the next day . While u.s. Citizens most likely serve the time for these crimes. This country is getting robbed blind wake up people.
292,0,demorats are corrpt just don't of the usa.
293,0,Illegal immigrants aren't above the law! send EVERY illegal back to wait their turn!
294,0,Let me get this strait. What illegal immigrants are protesting is that Trump will have a more conservative policy about the border Which would mean Hispanics couldn't cross the border to escape a country that is run by racist white misogynist men....Right? I mean that's what we are all told is the worst thing on the planet today is a Government run by white males!! Illegal immigrants must be fleeing FROM THAT!! Right? Because what illegal immigrants Really want to escape to is a county with a Hispanic run government a Hispanic majority Hispanic traditions and * an hourly wage of 31 pesos ($2.43). * http://www.reuters.com/article/us-mexico-economy-analysis-id. http://www.reuters.com/article/us-mexico-economy-analysis-id. ..
295,0,END DACA DAY ONE!
296,0,And where was the Outcry from these Hypocrites when Obama deported 2.7 Million Illegal Immigrants?
297,0,Gross they were all packed in that truck. Haha jeesh!
298,0,That's sad the rightful owners of this continent degraded this way white man just came over a fucked up their whole way of life and introduced a new way of life they weren't ready for.
299,0,the border patrol agent talks to them like dogs ..
300,0,oh lord they were deep in there.
301,1,Just toss a grenade in and close the door
302,0,Imagine to horror if all the people had died. And the charges the drive of the semi truck would have faced. How could he have lived with him self
303,0,Oh my god there are children too. God help us all. Why won't the Mexican government help these poor people
304,1,I'd like to see the economies collapse so it be funny to see everyone no matter what race crawling like rats. It will put everything into perspective.
305,0,We need the wall fast
306,0,that sucks they just want a better life for their kids
307,0,so were they immigrants or were they being trafficked?
308,0,OUT! OUT! OUT!!!
309,0,according to potters story .. he said he had no idea that he was driving a truck full of illegal citizens until he park the truck at that truck stop to buy some snacks and drinks...on his way back to the truck that is when he notice liquid pouring out of the back of the trailer... that is when he open the door of the trailer a few illegals got out and ran away while the others stayed in the truck..... some one at the truck stop seen that and called the police ... the police arrived thus as we see the rest of the video ...Im glad that the people in the truck has been rescued ....I don't think potter is the culprit here...he said.. he just a struggling American truck driver looking for a job and was hired to driver the truck...he found the ad for the job on Craig list ....he said that didn't ask questions to the people that hired him... he said he feared if he did ..he wouldn't get the job...
310,1,All they're going to do is come here collect food and welfare checks have millions of babies that will grow up to ghetto disrespectful little shits then the process repeats= more fat ugly poor hygiene women fat kids that do drugs and are racist towards whites
311,1,Disgusting smelly fat pigs
312,0,They deep .
313,0,Wtf.. Hurry and build that wall
314,0,https://youtu.be/XgZVmyYKe00 https://youtu.be/XgZVmyYKe00 VIVA MEXICO
315,0,Beans
316,0,More illegal aliens means more Ghetto population fucked up education more grafitti! These mother fuckers are the root cause why most citys look like shit!
317,0,Dude this is fucking racist for sure. I challenge you to go to a Chicago gang stret with a kkk custome to see if you come alive because what you are doing is the same bro.
318,0,Are you stupid or dumb? Which one is it? Impersonating a public servant is a felony
319,0,This video is hilarious but can you just run after people and pretend to detain them and grab them? That HAS to be illegal. What the fuck? What law allows that???
320,1,typical southern redneck lmao
321,1,fuckin lazy fatass learn how to shove a dick up your ass and run faster dam looken wannabes uncle buck
322,0,That's fucked up not even funny
323,0,Is this legal
324,0,http://www.youtube.com/watch?v=JB14HnJQ7BU&amp;t=2m25s 2:25 cadddro
325,0,http://www.youtube.com/watch?v=JB14HnJQ7BU&amp;t=3m05s 3:05 looking a Seal out of Water get you Cadro!
326,1,Your way to fat to chase illegals!
327,0,WETHER ITS A PRANK OR NOT WOULD U LIKE FOR UR KIDS OR FAMILLY MEMBER BE TREATED LIKE THAT LIKE ANIMALS I DONT I HOPE U COME ACROSS ONE OF MY FAMILY MEMBERS AND ORANK THEM LIKE THAT WILL SEE WHAT HAPPENSTO U THEN OR ANY OF U EHO THINKS THIS ITS OK TO DO ANY OF THOSE GUYS COULD HAVE GOTTEN HURT REAL BAD OR CAUSES AND ACCIDENT BECAUSE OF UR STUPITY WOULD IT STILL BE A PRANK THEN OR A FELONY WICH ONE ITS IT AND U CALL AMERICA THE LAND OF THE FREEE MORE LIKE THE LAND OF THE RACIST COME TO FLORIDA AND PULL A PRANK LIKE THAT AND WILL SEE WHAT HAPPENS THEN
328,1,lol it would of been funnirr if u actually get shot lmao make partt two bro i wanna see if u get shot
329,0,You went way to far with this
330,1,You stupid son of a bitch I hope your dumb ass gets in some type of trouble you thought shit like this was funny stupid asshole like you are what's ruining this country go to hell
331,1,the fat wanna be pig screaming immigrations immigrations....get a job fat white man.
332,0,I'm all for deporting illegals but this wasn't funny. They had their paper; it was just wrong.
333,0,Hahaha they got you fucken moron keep on doing pranks on my fella Mexican their gonna kick your ass
334,0,youre being racist and thats illigal to you beter stop eating rids or youre going to have a heart attack
335,0,you olmost got shot ignorant next time you migth not be that lucky
336,0,What a jerk.
337,0,People are the problem here... not the religion
338,1,Islam condones murder of innocents. simple as that. It's pure evil
339,0,an secret non-identified religion organization is editing the history and Islam image with their tools like tv internet books some paid scholar who pushed to spread the bullshit theory in a book war funding al-qaeda isis bla bla bla and human rights.
340,0,AND HOW THE FUCK DO YOU KNOW MORE THAN ME ABOUT ISLAM AND MUSLIMS YOU ARE NOT A MUSLIM BUT I AM!!!!
341,0,you should talk slowly
342,0,Big daddy God is a belief of the past and for those who are happy to be manipulated just so they can feel secure.
343,0,In the name of Allah Azza wa Jalla I want to cry when I read the comments... why are these people have so much hatred towards Islam? What did Islam do to them? And if not why are they have so much negative thoughts towards Islam? As a Muslim (Please have a noteable difference for Muslim and/or Muslimah) I really want to say 'Good work on your video for have a positive side and educating' but my heart feels pain everytime I read replies or comments... Seriously... I hate to say this but if anyone have a religion does your religion say 'Don't commit bad things' although we Human can't avoid them at least with your fingers and thoughts? Really... it's very upsetting...
344,0,- Quran ( http://www.youtube.com/watch?v=5AkAGc5nOXw&amp;t=2m19s 2:19 1) 'Kill them [the infidels] wherever you find them.' - Quran (9:5) ' Then when the Sacred Months have passed then kill the Mushrikun wherever you find them' - Quran (45:4) 'When you meet those who disbelieve smite at their necks till you have killed and wounded many of them then take them as captives' - Quran ( http://www.youtube.com/watch?v=5AkAGc5nOXw&amp;t=9m12s 9:12 3) 'O you who believe! Fight those of the disbelievers who are close to you and let them find harshness in you' ... the religion of peace everybody.
345,0,Core ideas from Torah Talmuds Bible and ZenAvesta copied and manipulated to make a new religion. He is a false prophet as proved in the book 'Hagarism' by Patricia Crone
346,0,WHO BELIEVE IN ISLAM BECUZ WE ARE GROWING EVERYDAY Y KNOW
347,0,very good
348,0,I actually just left the Muslim faith this week. If anyone is interested shoot me message and I can give you some pointers.
349,0,U mean help only the poor muslims and not others.We are all humans lol.
350,0,allahu akbar
351,1,Fuck these white cave half human inbred bastards. Black man of America it is time to get a National Defense Militia to defend our people from these evil Crackka ass bastards. And also defend our selves from these Niggas that kill our own people. And all these other puppet coon ass Niggas and sell out bed wench's that serve these damm devil ass Crackkas. Black man prepare for War.
352,0,sir send all videos link for paper 1
353,0,What about State Terror like Israel?
354,0,fantastic lectures sir plz upload world war1 and world part2
355,0,Where is March 11th?
356,0,can you explain joke at very early in this video?
357,0,Thank u so Much it's a blessing for students of I.R....
358,1,America and Britain are the real terrorists they've killed 100's of millions of people all over the world.
359,0,they are targeted by microwave energy or tortured
360,0,sir your lecture is super it gave so most knowledge
361,0,The worst terrorist attacks in history would fill 3 10 minute videos and they would all be in the middle east bar 9/11 at the top.
362,0,Hhhhhhhhhhh
363,0,jefferson parish has been more racist than orleans parish for years... jefferson parish needed the reform more than orleans and the feds are down here doing nothing but helping these racist pigs get away with murder... fuck newell norman and his klan fam... i know where his mama stay... we been know they are a racist family but they are trying the new racist 'subtle' approach since Obama been in office. I've had the same dream/vision of an all white Jefferson parish police squad wearing all black tactical gear walking up ames blvd killing every black person they saw. as i ran and tried to warn others i found no one to tell and as they caught me and right before they attempted to kill me i woke up.... but everyone that i tried to tell this to thinks im crazy... the same dream??? twice??? seemed like a warning to me
364,0,False Flags
365,1,Terrorism = Islam
366,0,Very sensible and unbiased lecture....salute you sir !
367,0,Has anyone noticed most of these attacks are in September?
368,1,white people r the worst inhuman beings that ever walked the earth
369,1,ready for any terror attack in USA armed and. ready to fight got my trusty ruger ar15 and my shotgun and any weapon I own rip who lost there live in there
370,0,sandip sir u r really nice teacher
371,0,What about US attack on Japanese cities with Nuclear bombs? How do u forget to add that?
372,0,Another important factor is origin of the word I think. Terror as it comes from Latin means something like fear fright horror and spreading fear to gain or maintain power and control is a very crucial character of both terrorists and terror-regimes.
373,1,Racists=Black People
374,0,dude ran his mouth dont matter the skin color he should have got knocked out. from the front this back shit i don't agree thats a sucker punch
375,1,just for fun let's all us white people stop buying into anything involving black people. If it's music don't buy it. If it's sports don't watch it. If it's a t.v. show movie comedy jam special or anything of the sort turn it off. They hate us they have since forever just Google the Barbary slave trade and you'll see we were slaves for over 2 centuries in africa. Before they were slaves here. A white boycott on blacks would be a fun thing to experiment with I think.
376,0,She needs to get a life!
377,1,we were pioneers when your ancestors built mud hut you stupid ape
378,0,Black people cant be racist. End of discussion.
379,0,course it goes both ways I'm Irish and white but my family and ancestors got treated like black ppl in America there used to be signs No Digs No Irish No blacks but still being white and reporting a racial attack would be laughed at so it doesn't get spoken about either cos sometimes I've been embarrassed to be white even though my family endured the same suffering we got to leave it in past so many of us get on great there's a minority that ate still fighting or getting brought up with old ideas and beliefs I had a teen tell me the kkk have nothing against black ppl or Jews? kids these days don't know what type of person they are or how to respect themselves before anyone else.
380,1,fucking savage monkeys
381,1,sad but true black people are this stupid and nieve good video andy
382,0,I love it when black people say they can't be racist and try to dodge the fact simply based on color. Anyone can be racist I don't care if you're white black pink purple or James P Sullivan you can be racist.
383,0,that is the family dollar by my house omg!!!!
384,1,Look at all the cowardly whites sitting around taking that. They should have beat that younger black guy down. Bunch of cowards.
385,0,All lives matter. Why is the world like this? Why is there so much hate?
386,0,I see the logic of the Argument ...yet my question is if Nubians can be racist then does that make those who commit violence in the name of Racism; Racist Terrorist? I ask because...throughout history I see many examples of Murder/Bombings / Lynching / Castration /Slavery coming from only one segment of our American population. Wierder still many of these cases with little to no repercussions for said action and it seems to originate from one segment of the American population shouldn't that segment be considered racist terrorist then? Let's be clear there is only one population (in America) who kills out of the hatred of race.
387,1,Look at the black lives matter movement 'We Want Dead Cops' 'He white beat him up' 'Kill your white babies'
388,0,NOTHING HAPPENS IN THIS VIDEO!!!!!!!!!!!!!! Knuckle sandwich means punch. There in no fucking punch in this video!!
389,1,lololololollolollol...would have followed her out the door then beat the fuck out of her...skin color don't matter when you acting like a retard.
390,1,looking at the slavery question there is one thing that cannot be disputed it get shit done - look at the fucking pyramids.. its a horrible thing to do to a human being but guess what there were many Pharos of Egypt that were black and they too had slaves :) eat shit you racist fucking cunt XD
391,0,Majority Islamic countries ( Indonesia Pakistan Egypt Bangladesh Iran Turkey Iraq Somalia Syria Yemen Senegal Palestine Niger Libya Mali Jordan Algeria ) are some of the most backward primitive hellholes in the world. They are examples of how Allah rewards his followers. Whereas countries with less than 5% Muslims ( USA UK Australia Canada Norway Switzerland Japan Netherlands Denmark ) have a high standard of living and are far more advanced in every way.
392,1,I know islam. but I don't have to know or understand something that's bad for me. I can look at islam and I know that it's evil.
393,0,HEY WHATS UP GUYS ITS JOEY SHALEDS
394,0,Cars cars cars cars...
395,0,Cars cars cars cars...
396,0,Happy Valentines Day everyone!!!!!!! It's heart month what is the condition of your heart? Jer. 17:9 'The heart is deceitful above all things and desperately wicked: who can know it? I the LORD search the heart I try the reins even to give every man according to his ways and according to the fruit of his doings.' 1 Kings http://www.youtube.com/watch?v=C3I9CwMcPfs&amp;t=8m58s>8:58 'That he may incline our hearts unto Him to walk in all His ways and to keep His commandments and His statutes and His judgements which He commanded our fathers.' Joel http://www.youtube.com/watch?v=C3I9CwMcPfs&amp;t=2m12s>2:12 13 'Therefore also now saith the LORD turn ye even to me with all your heart and with fasting and with weeping and with mourning: And rend you heart and not your garments and turn unto the LORD your God: for he is gracious and merciful slow to anger and of great kindness and repenteth him of the evil.' 2 Thes. 3:5 'And the Lord direct your hearts into the love of God and into the patient waiting for Christ.'
397,0,Happy Valentines Day everyone!!!!!!! It's heart month what is the condition of your heart? Jer. 17:9 'The heart is deceitful above all things and desperately wicked: who can know it? I the LORD search the heart I try the reins even to give every man according to his ways and according to the fruit of his doings.' 1 Kings http://www.youtube.com/watch?v=C3I9CwMcPfs&amp;t=8m58s>8:58 'That he may incline our hearts unto Him to walk in all His ways and to keep His commandments and His statutes and His judgements which He commanded our fathers.' Joel http://www.youtube.com/watch?v=C3I9CwMcPfs&amp;t=2m12s>2:12 13 'Therefore also now saith the LORD turn ye even to me with all your heart and with fasting and with weeping and with mourning: And rend you heart and not your garments and turn unto the LORD your God: for he is gracious and merciful slow to anger and of great kindness and repenteth him of the evil.' 2 Thes. 3:5 'And the Lord direct your hearts into the love of God and into the patient waiting for Christ.'
398,1,fuck ya about fucking time fake news !!! kills my family member and somehow he's tearing Familiys apart .. fuck u
399,0,wow 8 to 9 million. Barack Obama's deportation numbers were inflated by using turnarounds as deportations most intelligent people who are in the deportation and understanding deportation know this for a fact
400,0,No mames mucha razon
401,0,May Allah make it easy. Ameen!
402,0,need subtitle please if you can then do .. allah will solve your problem
403,0,Whatever muslim country you go to either the people either live substandard or they subsist.
404,0,trump has been declared 'mentally ill' by 5 senior psychiatrists within the white house...
405,1,i know you explain the history and it's seem like you do it for the kids you skipped the name of tax the dirty tactics he used to win but war is all fair to be fair skipped the fact that anybody other then Muslim is filthy the fact if you did not pay the game well you would be killed. i love how you said lies like that the quran says that religion must not be an act of compulsion then continue to says people who converted paid less tax what a play on words.
406,1,where is Mumbai attack u fucking assholes
407,0,if Trump is in trouble. you know who to call..... The A Team.
408,0,I think it's highly disrespectful that Trump thinks that he is a dictator and he forgot about the 9th Circuit Court he forgot that there are people above him he think that he is a dictator this is the thing about the president he is off face he doesn't write laws he signs laws and that's about a month and that is what people were so angry about Obama using all this executive power the way that are branches supposed to work is Congress rights laws and the present either signs them or Vito's that he doesn't take executive order to make a travel ban he's not supposed to and that's where the 9th Circuit Court stepped in and I highly agree you don't write laws you don't make laws the president of the United States are signs or vetoes it is Congress that rights laws that congress do their job and let you just sit there and smile and sign awake and stop trying to be a dictator get the hell out because if he keeps this b* **** up he's going to get himself impeached which trust me that should have already happened
409,0,Maybe we will now have FAIR elections in our own country!
410,0,Thats a good way to put it ' Sanity Has Spoken ' and i agree President Trump knows what he is doing...i think he is the smartest and most sincere president in modern history
411,0,GOD BLESS PRESIDENT TRUMP HE IS MY PRESIDENT.GO TRUMP BUILD THAT WALL AND MAGA
412,0,Lol
413,1,The LGBT community is fucked. Nothing wrong with being homosexual but wanting to change your gender is mental illness.
414,0,I love how nobody has seen Donald Drumpf coming. Just like he didn't see those Russian Prostitutes
415,0,What determines a person's sex: A biological body part (the one you are born with) or sexual preference? one is a lie and the other one is truth.
416,1,How about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit! I can't stand fake fucking cowards who lie constantly and too much of a bitch to be honest.
417,0,Didn't Jesus say 'love thy gay neighbour'?
418,0,Can someone please explain the 'Our Lady of Perpetual Exemption' joke? I feel left out!
419,0,May I just say: I wish for the peace between a majority of lgtb and hetro communities so.
420,1,You should be allowed to be gay. You should also be allowed to hate gay people. That's freedom; I can be myself and people can hate me for it. I believe it is my full right to jack off to Chris Hemsworth and I believe it is a business's right to not serve me for that. It might not be 'right' but its fair and freedom doesn't discriminate on ethics.
421,0,Caroline's Cakes in Annapolis MD does gay wedding cakes because they don't want to turn down money. But damn. I used to work there and I remember the co-owner once saying (on the topic of the Denver bakery) 'Here's an idea: you're forced to make a cake why don't you poison it?' The other (main) owner once said we should do a promotion of the rainbow cake we carried because Target's pro-gay ads were met with people vowing to shop at Target. Oh and a really sweet kid wanted a Broadway themed 12th birthday cake and behind closed doors the co-owner who wants to poison gay wedding cakes called him a faggot. Boycott that place. Oprah endorses them don't listen to it.
422,1,beeing gay is anti human
423,0,why push for gay when the population number is going down
424,0,Fun Fact: Trump has promised to sign the 'First Amendment Defense Act' (FADA) which is an anti-anti-discrimination bill. Dark days loom ahead.
425,1,incoming racist people
426,0,This is so scary! Just listen to the music!
427,0,He sent out this inflammatory memo to weed out the leaker!!! He knew the immigration narrative is polarizing and he needed something that the media would take the bait. And they did. Now they are fixing the leaking issues and liberals fell for it...again!!!!
